drugbank_id	name	cas	group	description	indication
DB12007	Isoflavone	574-12-9	approved,investigational,	Isoflavone is a soy phytoestrogen and a biologically active component of several agriculturally important legumes such as soy, peanut, green peas, chick peas and alfalfa [A33103]. Soybean is an exceptionally rich source of dietary isoflavones, where the average isoflavone content is 1-2 mg/gram [A33103]. The main soy isoflavones are mostly present in glycosylated forms and include [DB01645], [DB13182], and glycitein, which accounts for approximately 50%, 40%, and 10%, respectively, of the total soybean isoflavone content [A33098]. The clinical benefits of soy proteins have been studied and demonstrated for many years, with some evidence of soy products associated with a reduced incidences of coronary heart disease, atherosclerosis, type II diabetes mellitus, and breast and prostate cancer [A33099]. While existing data are consistent or inadequate in supporting most of the suggested health benefits of consuming soy proteins and isoflavones [A33099], the trials investigating isoflavone as a potential treatment for atrophy, menopause, and postmenopausal symptoms are ongoing. Isoflavone is found as one of constituents in oral over-the-counter dietary supplements indicated for improved bone mass density and body fat regulation.	Indicated for over-the-counter use as a dietary supplement for increasing bone density and regulating blood fat. 
DB12008	Prexasertib	1234015-52-1	investigational,	Prexasertib has been used in trials studying the treatment and basic science of mCRPC, Leukemia, Neoplasm, BREAST CANCER, and Ovarian Cancer, among others.	
DB12009	GW-406381	221148-46-5	investigational,	GW-406381 has been used in trials studying the treatment of Pain, Trauma, Neurodynia, Dental Pain, and Hyperalgesia, among others.	
DB12010	Fostamatinib	901119-35-5	approved,investigational,	Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644].	Fostamatinib is indicated for use in the treatment of chronic immune thrombocytopenia (ITP) in patients who have had insufficient response to previous therapy [FDA Label].
DB12011	Fevipiprant	872365-14-5	investigational,	Fevipiprant has been used in trials studying the treatment of Asthma, Atopic Dermatitis, and Allergic Rhinitis.	
DB12012	PF-04457845	1020315-31-4	investigational,	PF-04457845 is under investigation in Fear Conditioning. PF-04457845 has been investigated for the treatment of Tourette Syndrome and Cannabis Dependence.	
DB12013	Axelopran	949904-48-7	investigational,	Axelopran has been used in trials studying the treatment of OIC and Opioid-induced Constipation.	
DB12014	Ozoralizumab	1167985-17-2	investigational,	Ozoralizumab has been used in trials studying the treatment of Rheumatoid Arthritis and Active Rheumatoid Arthritis.	
DB12015	Alpelisib	1217486-61-7	investigational,	Alpelisib has been used in trials studying the treatment and basic science of Neoplasms, Solid Tumors, BREAST CANCER, 3rd Line GIST, and Rectal Cancer, among others.	
DB12016	Ponesimod	854107-55-4	investigational,	Ponesimod has been used in trials studying the treatment of Psoriasis, Chronic GVHD, Pharmacokinetics, Plaque Psoriasis, and Multiple sclerosis, among others.	
DB12017	Ozagrel	82571-53-7	investigational,	Ozagrel has been used in trials studying the treatment of Dry Eye Syndromes.	
DB12018	Ulocuplumab	1375830-34-4	investigational,	Ulocuplumab is under investigation in Solid Tumor.	
DB12019	Tesetaxel	333754-36-2	investigational,	Tesetaxel has been used in trials studying the treatment of Cancer, Melanoma, Prostate Cancer, Gastric Carcinoma, and Advanced Melanoma, among others.	
DB12020	Tecovirimat	869572-92-9	investigational,	Tecovirimat has been investigated for the treatment of Smallpox, Monkey Pox, Orthopoxvirus, and Orthopoxviral Disease.	
DB12021	Dinaciclib	779353-01-4	investigational,	Dinaciclib has been used in trials studying the treatment of rrMM, rrCLL, rrDLBCL, Solid Tumors, and Solid Neoplasm, among others.	
DB12022	Evatanepag	223488-57-1	investigational,	Evatanepag has been used in trials studying the treatment of Tibial Fractures.	
DB12023	Benralizumab	1044511-01-4	approved,investigational,	Benralizumab is a humanized recombinant monoclonal antibody of the isotype IgG1k immunoglobulin that specifically binds to the alpha chain of the interleukin 5 receptor (IL-5R) expressed on eosinophils and basophils.[A31294] It inhibits the binding of IL-5 as well as the hetero-oligomerization of the alpha and beta subunits of the IL-5R, thus blocking, signal transduction. Besides, it is an afucosylated IgG which gives it high affinity for the FcγRIIIα receptor in natural killer cells, macrophages and neutrophils.[A31293] Benralizumab, FDA approved on November 14, 2017, was developed by MedImmune, the AstraZeneca's global biologic research and development arm.[L1019]	Benralizumab is indicated as a maintenance treatment of patients 12 years or older with severe asthma and an eosinophilic phenotype.[L1020] The pathology of severe asthma with eosinophilic phenotype is also denotated as TH2-high phenotype. The patients with this phenotype are characterized by the expression of IL-5 and IL-13, airway hyperresponsiveness, responsiveness to inhaled corticosteroids, high serum IgE and eosinophilia in blood and airway. In the TH2-high phenotype, IL-5 presents a central role as it is responsible for eosinophil differentiation, survival, activation and migration to the lungs.[A31295]
DB12024	PF-04418948	1078166-57-0	investigational,	Pf 04418948 is under investigation in clinical trial NCT01002963 (A Study To Investigate The Safety And Toleration Of A Single Dose Of PF-04418948 In Healthy Volunteers).	
DB12025	Triptolide	38748-32-2	investigational,	Triptolide has been used in trials studying the treatment of HIV, Crohn's Disease, Intestinal Diseases, Gastrointestinal Diseases, and Digestive System Diseases, among others.	
DB12026	Voxilaprevir	1535212-07-7	approved,investigational,	"Voxilaprevir is a Direct-Acting Antiviral (DAA) medication used as part of combination therapy to treat chronic Hepatitis C, an infectious liver disease caused by infection with Hepatitis C Virus (HCV). HCV is a single-stranded RNA virus that is categorized into nine distinct genotypes, with genotype 1 being the most common in the United States, and affecting 72% of all chronic HCV patients [L852]. 

Voxilaprevir exerts its antiviral action by reversibley binding and inhibiting the NS3/4A serine protease of Hepatitis C Virus (HCV) [FDA Label]. Following viral replication of HCV genetic material and translation into a single polypeptide, Nonstructural Protein 3 (NS3) and its activating cofactor Nonstructural Protein 4A (NS4A) are responsible for cleaving genetic material into the following structural and nonstructural proteins required for assembly into mature virus: NS3, NS4A, NS4B, NS5A, and NS5B [A19643]. By inhibiting viral protease NS3/4A, voxilaprevir therefore prevents viral replication and function. Treatment options for chronic Hepatitis C have advanced significantly since 2011, with the development of Direct Acting Antivirals (DAAs) such as voxilaprevir. 

Voxilaprevir has been available since July 2017 in a fixed dose combination product with [DB08934] and [DB11613] as the commercially available product Vosevi. Vosevi is approved for the treatment of adult patients with chronic HCV infection with genotype 1, 2, 3, 4, 5, or 6 infection [FDA Label]. Notably, Vosevi is approved for use in patients with genotypes 1-6 who have been previously treated with an NS5A inhibitor, or patients with genotypes 1a or 3 infection and have previously been treated with an HCV regimen containing [DB08934] without an NS5A inhibitor [L935]. Prior to Vosevi, there were no approved retreatment options for patients who have previously received, and failed, a regimen containing an NS5A inhibitor for treatment of chronic HCV infection."	Vosevi (Voxilaprevir/[DB08934]/[DB11613]) is approved for use in patients with genotypes 1-6 who have been previously treated with an NS5A inhibitor, or patients with genotypes 1a or 3 infection who have previously been treated with an HCV regimen containing [DB08934] without an NS5A inhibitor [L935]. 
DB12027	Serdemetan	881202-45-5	investigational,	Serdemetan has been used in trials studying the treatment of Neoplasms.	
DB12028	Broxuridine	59-14-3	investigational,	Broxuridine has been used in trials studying the treatment of Leukemia, Stage I Prostate Cancer, Stage IIB Prostate Cancer, and Stage IIA Prostate Cancer.	
DB12029	Chlorogenic Acid	202650-88-2	investigational,	Chlorogenic Acid has been used in trials studying the treatment of Advanced Cancer and Impaired Glucose Tolerance.	
DB12030	Fluorescein lisicol	140616-46-2	investigational,	Fluorescein lisicol has been used in trials studying the diagnostic of Pharmacokinetics, Hepatic Cirrhosis, Hepatitis, Viral, Human, Nonalcoholic Steatohepatitis, and Non-Alcoholic Fatty Liver Disease.	
DB12031	Ammonio methacrylate copolymer type A	33434-24-1	investigational,	Ammonio methacrylate copolymer type a has been used in trials studying the treatment of GERD.	
DB12032	Atagabalin	223445-75-8	investigational,	Atagabalin has been used in trials studying the treatment of Insomnia, Primary Insomnia, and Nonrestorative Sleep.	
DB12034	Gantenerumab	1043556-46-2	investigational,	Gantenerumab is under investigation for the treatment of Dementia, Alzheimers Disease, and Alzheimers Disease, Familial.	
DB12035	Sarecycline	1035654-66-0	investigational,	Sarecycline has been used in trials studying the treatment of Acne Vulgaris.	
DB12036	Naquotinib	1448232-80-1	investigational,	Naquotinib has been used in trials studying the treatment of Solid Tumors, Non-small Cell Lung Cancer, Non-Small-Cell Lung Cancer (NSCLC), Epidermal Growth Factor Receptor Mutations, and Epidermal Growth Factor Receptor (EGFR) Mutations, among others.	
DB12037	Vedroprevir	1098189-15-1	investigational,	Vedroprevir has been investigated for the treatment of Hepatitis C, Chronic.	
DB12038	Ulinastatin	80449-31-6	investigational,	Ulinastatin has been investigated for the prevention of Cardiovascular Disease and Adverse Reaction to Drug.	
DB12039	Epicatechin	490-46-0	investigational,	Epicatechin has been used in trials studying the treatment of Pre-diabetes.	
DB12040	2-octyl cyanoacrylate	133978-15-1	investigational,	Dermabond has been investigated for the basic science of Wound Healing.	
DB12041	Mapracorat	887375-26-0	investigational,	Mapracorat has been investigated for the treatment of Eczema and Atopic Dermatitis.	
DB12042	Ibodutant	522664-63-7	investigational,	Ibodutant has been used in trials studying the treatment of Irritable Bowel Syndrome and Irritable Bowel Syndrome With Diarrhea.	
DB12043	Sepetaprost	1262873-06-2	investigational,	Sepetaprost has been used in trials studying the treatment of Open Angle-glaucoma, Ocular Hypertension, and Mild Open Angle-glaucoma (OAG).	
DB12044	MK-0893		investigational,	MK0893 has been used in trials studying the treatment of Type 2 Diabetes Mellitus and Diabetes Mellitus, Type 2.	
DB12045	Mericitabine	940908-79-2	investigational,	"Mericitabine has been investigated for the treatment of Hepatitis C, Chronic. 

Mericitabine is a polymerase inhibitor being developed for the treatment of chronic hepatitis C. Mericitabine is a prodrug of PSI-6130, which demonstrated excellent potency in preclinical studies. PSI-6130 is a pyrimidine nucleoside analog inhibitor of HCV RNA polymerase, an enzyme that is necessary for hepatitis C viral replication."	
DB12046	Atopaxar	751475-53-3	investigational,	Atopaxar has been investigated for the treatment of Coronary Artery Disease and Acute Coronary Syndrome.	
DB12047	Ganetespib	888216-25-9	investigational,	Ganetespib is under investigation for the treatment of BREAST CANCER, Small Cell Lung Cancer, Acute Myeloid Leukaemia, and Myelodysplastic Syndrome.	
DB12048	Savolitinib	1313725-88-0	investigational,	Savolitinib has been used in trials studying the treatment and health services research of Tumor, Food Effect, Gastric Cancer, Health Subjects, and Colorectal Cancer, among others.	
DB12049	Dasolampanel etibutil	503291-52-9	investigational,	Dasolampanel etibutil has been used in trials studying the treatment of Diabetic Neuropathy, Painful.	
DB12050	LY-3039478	1421438-81-4	investigational,	LY3039478 has been used in trials studying the treatment and basic science of LYMPHOMA, Neoplasms, Solid Tumor, COLON CANCER, and BREAST CANCER, among others.	
